,track_urs,track_names,release_dates,artists_info,artist_names,artist_pops,artists_genres,albums,tracks_pop
25,spotify:track:4hizMtcebzlqsZqp1Y6yJo,Hard to Find,2013-05-20,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cCUtGK9sDU2EoElnk0GNB'}, 'followers': {'href': None, 'total': 1406002}, 'genres': ['indie rock', 'modern rock'], 'href': 'https://api.spotify.com/v1/artists/2cCUtGK9sDU2EoElnk0GNB', 'id': '2cCUtGK9sDU2EoElnk0GNB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeb6f09d5c9727e9cde277574', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eb6f09d5c9727e9cde277574', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eb6f09d5c9727e9cde277574', 'width': 160}], 'name': 'The National', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:2cCUtGK9sDU2EoElnk0GNB'}",The National,66,"['indie rock', 'modern rock']",Trouble Will Find Me,44
26,spotify:track:6FfkcJoL3nns844TD4blu0,People That You Must Remember,2012-06-19,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2DtrE0mryOk5L7uR3RZqmd'}, 'followers': {'href': None, 'total': 12989}, 'genres': ['shimmer pop'], 'href': 'https://api.spotify.com/v1/artists/2DtrE0mryOk5L7uR3RZqmd', 'id': '2DtrE0mryOk5L7uR3RZqmd', 'images': [{'height': 667, 'url': 'https://i.scdn.co/image/5269d845229075cd8378eaef1991d2cbb69488b4', 'width': 1000}, {'height': 427, 'url': 'https://i.scdn.co/image/3bcd5f5827264ff5fd2f7a7b23e8c7ed6bfd76ab', 'width': 640}, {'height': 133, 'url': 'https://i.scdn.co/image/f52b91ed006fb1cbc17926adcd6f5152e5975665', 'width': 199}, {'height': 43, 'url': 'https://i.scdn.co/image/f013d1710738f82b62f8f20ae60d046e8cb6f0af', 'width': 64}], 'name': 'Zulu Winter', 'popularity': 17, 'type': 'artist', 'uri': 'spotify:artist:2DtrE0mryOk5L7uR3RZqmd'}",Zulu Winter,17,['shimmer pop'],Language,15
27,spotify:track:0bXpmJyHHYPk6QBFj25bYF,Intro,2009-08-16,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3iOvXCl6edW5Um0fXEBRXy'}, 'followers': {'href': None, 'total': 3812707}, 'genres': ['downtempo', 'dream pop', 'indietronica'], 'href': 'https://api.spotify.com/v1/artists/3iOvXCl6edW5Um0fXEBRXy', 'id': '3iOvXCl6edW5Um0fXEBRXy', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb193bce41687d1869f8c7593f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174193bce41687d1869f8c7593f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178193bce41687d1869f8c7593f', 'width': 160}], 'name': 'The xx', 'popularity': 65, 'type': 'artist', 'uri': 'spotify:artist:3iOvXCl6edW5Um0fXEBRXy'}",The xx,65,"['downtempo', 'dream pop', 'indietronica']",xx,1
28,spotify:track:5HkUwvLeE5Lhd2FZjuXncU,Heart Skipped a Beat,2009-08-16,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3iOvXCl6edW5Um0fXEBRXy'}, 'followers': {'href': None, 'total': 3812707}, 'genres': ['downtempo', 'dream pop', 'indietronica'], 'href': 'https://api.spotify.com/v1/artists/3iOvXCl6edW5Um0fXEBRXy', 'id': '3iOvXCl6edW5Um0fXEBRXy', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb193bce41687d1869f8c7593f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174193bce41687d1869f8c7593f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178193bce41687d1869f8c7593f', 'width': 160}], 'name': 'The xx', 'popularity': 65, 'type': 'artist', 'uri': 'spotify:artist:3iOvXCl6edW5Um0fXEBRXy'}",The xx,65,"['downtempo', 'dream pop', 'indietronica']",xx,0
29,spotify:track:2SMn57cBVxoD4TArscpovk,Islands,2009-08-16,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3iOvXCl6edW5Um0fXEBRXy'}, 'followers': {'href': None, 'total': 3812707}, 'genres': ['downtempo', 'dream pop', 'indietronica'], 'href': 'https://api.spotify.com/v1/artists/3iOvXCl6edW5Um0fXEBRXy', 'id': '3iOvXCl6edW5Um0fXEBRXy', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb193bce41687d1869f8c7593f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174193bce41687d1869f8c7593f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178193bce41687d1869f8c7593f', 'width': 160}], 'name': 'The xx', 'popularity': 65, 'type': 'artist', 'uri': 'spotify:artist:3iOvXCl6edW5Um0fXEBRXy'}",The xx,65,"['downtempo', 'dream pop', 'indietronica']",xx,0
30,spotify:track:2B4p8xjpBFP8ZinAtewfrB,Reunion,2012-09-10,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3iOvXCl6edW5Um0fXEBRXy'}, 'followers': {'href': None, 'total': 3812707}, 'genres': ['downtempo', 'dream pop', 'indietronica'], 'href': 'https://api.spotify.com/v1/artists/3iOvXCl6edW5Um0fXEBRXy', 'id': '3iOvXCl6edW5Um0fXEBRXy', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb193bce41687d1869f8c7593f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174193bce41687d1869f8c7593f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178193bce41687d1869f8c7593f', 'width': 160}], 'name': 'The xx', 'popularity': 65, 'type': 'artist', 'uri': 'spotify:artist:3iOvXCl6edW5Um0fXEBRXy'}",The xx,65,"['downtempo', 'dream pop', 'indietronica']",Coexist,0
31,spotify:track:7DImv0qWPEiAYUPJ0yKuDd,Sunset,2012-09-10,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3iOvXCl6edW5Um0fXEBRXy'}, 'followers': {'href': None, 'total': 3812707}, 'genres': ['downtempo', 'dream pop', 'indietronica'], 'href': 'https://api.spotify.com/v1/artists/3iOvXCl6edW5Um0fXEBRXy', 'id': '3iOvXCl6edW5Um0fXEBRXy', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb193bce41687d1869f8c7593f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174193bce41687d1869f8c7593f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178193bce41687d1869f8c7593f', 'width': 160}], 'name': 'The xx', 'popularity': 65, 'type': 'artist', 'uri': 'spotify:artist:3iOvXCl6edW5Um0fXEBRXy'}",The xx,65,"['downtempo', 'dream pop', 'indietronica']",Coexist,0
32,spotify:track:54E6UXGKGnsXnAGHb4eNf7,Promise,2010-03-02,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6NrkINd80slV25wkBu9mEB'}, 'followers': {'href': None, 'total': 278842}, 'genres': ['chillwave', 'dream pop', 'dreamo', 'indie pop', 'indie rock', 'indie surf', 'modern dream pop', 'nu gaze', 'shoegaze'], 'href': 'https://api.spotify.com/v1/artists/6NrkINd80slV25wkBu9mEB', 'id': '6NrkINd80slV25wkBu9mEB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1843e2b99b33e6af89dd1a77', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741843e2b99b33e6af89dd1a77', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781843e2b99b33e6af89dd1a77', 'width': 160}], 'name': 'Wild Nothing', 'popularity': 47, 'type': 'artist', 'uri': 'spotify:artist:6NrkINd80slV25wkBu9mEB'}",Wild Nothing,47,"['chillwave', 'dream pop', 'dreamo', 'indie pop', 'indie rock', 'indie surf', 'modern dream pop', 'nu gaze', 'shoegaze']",Cloudbusting,0
33,spotify:track:7fRsp4o85itzTC7lACxMk6,Cloudbusting,2010-03-02,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6NrkINd80slV25wkBu9mEB'}, 'followers': {'href': None, 'total': 278842}, 'genres': ['chillwave', 'dream pop', 'dreamo', 'indie pop', 'indie rock', 'indie surf', 'modern dream pop', 'nu gaze', 'shoegaze'], 'href': 'https://api.spotify.com/v1/artists/6NrkINd80slV25wkBu9mEB', 'id': '6NrkINd80slV25wkBu9mEB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1843e2b99b33e6af89dd1a77', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741843e2b99b33e6af89dd1a77', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781843e2b99b33e6af89dd1a77', 'width': 160}], 'name': 'Wild Nothing', 'popularity': 47, 'type': 'artist', 'uri': 'spotify:artist:6NrkINd80slV25wkBu9mEB'}",Wild Nothing,47,"['chillwave', 'dream pop', 'dreamo', 'indie pop', 'indie rock', 'indie surf', 'modern dream pop', 'nu gaze', 'shoegaze']",Cloudbusting,0
34,spotify:track:51apreLUvUh25V0GMXT6ng,The Fun Powder Plot,2009-08-02,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4zrFO6P7G6EZry0pfxMfKT'}, 'followers': {'href': None, 'total': 117333}, 'genres': ['alternative dance', 'art pop', 'chamber psych', 'dream pop', 'electronica', 'indie rock', 'leeds indie', 'modern rock', 'new rave'], 'href': 'https://api.spotify.com/v1/artists/4zrFO6P7G6EZry0pfxMfKT', 'id': '4zrFO6P7G6EZry0pfxMfKT', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb87607b826497b1e83c1a4c87', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517487607b826497b1e83c1a4c87', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17887607b826497b1e83c1a4c87', 'width': 160}], 'name': 'Wild Beasts', 'popularity': 41, 'type': 'artist', 'uri': 'spotify:artist:4zrFO6P7G6EZry0pfxMfKT'}",Wild Beasts,41,"['alternative dance', 'art pop', 'chamber psych', 'dream pop', 'electronica', 'indie rock', 'leeds indie', 'modern rock', 'new rave']",Two Dancers,28
35,spotify:track:4Lj7707ep6D4JFT1ZmViZY,In to Trouble,2021-01-08,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3R3YH5H0CUCGMxPkV7rK6i'}, 'followers': {'href': None, 'total': 244}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/3R3YH5H0CUCGMxPkV7rK6i', 'id': '3R3YH5H0CUCGMxPkV7rK6i', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273519380504915a860430d442d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02519380504915a860430d442d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851519380504915a860430d442d', 'width': 64}], 'name': 'Tim Kingsbury', 'popularity': 15, 'type': 'artist', 'uri': 'spotify:artist:3R3YH5H0CUCGMxPkV7rK6i'}",Tim Kingsbury,15,[],In to Trouble,32
36,spotify:track:2NxdbOcKvli3WX7aZtz7Tf,Today Dear,2016-09-23,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3AmgGrYHXqgbmZ2yKoIVzO'}, 'followers': {'href': None, 'total': 454582}, 'genres': ['alternative dance', 'art pop', 'chamber psych', 'chillwave', 'dream pop', 'electronica', 'indie rock', 'la indie', 'modern alternative rock', 'modern dream pop', 'modern rock', 'new rave'], 'href': 'https://api.spotify.com/v1/artists/3AmgGrYHXqgbmZ2yKoIVzO', 'id': '3AmgGrYHXqgbmZ2yKoIVzO', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe77454f5f02b5c3b45c1936a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e77454f5f02b5c3b45c1936a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e77454f5f02b5c3b45c1936a', 'width': 160}], 'name': 'Warpaint', 'popularity': 52, 'type': 'artist', 'uri': 'spotify:artist:3AmgGrYHXqgbmZ2yKoIVzO'}",Warpaint,52,"['alternative dance', 'art pop', 'chamber psych', 'chillwave', 'dream pop', 'electronica', 'indie rock', 'la indie', 'modern alternative rock', 'modern dream pop', 'modern rock', 'new rave']",Heads Up,0
37,spotify:track:2l9HDZnaCCaPxhL4fPWScK,Wonderful Life,2011-11-28,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7adu8fQmtoTq8O8BXQIq9L'}, 'followers': {'href': None, 'total': 29682}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/7adu8fQmtoTq8O8BXQIq9L', 'id': '7adu8fQmtoTq8O8BXQIq9L', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb044c7fd6b007f9d07236915d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174044c7fd6b007f9d07236915d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178044c7fd6b007f9d07236915d', 'width': 160}], 'name': 'Smith & Burrows', 'popularity': 36, 'type': 'artist', 'uri': 'spotify:artist:7adu8fQmtoTq8O8BXQIq9L'}",Smith & Burrows,36,[],Funny Looking Angels,50
38,spotify:track:65lu5ezyVeWJmgUp0pjeGV,I Am Easy To Find,2019-05-17,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cCUtGK9sDU2EoElnk0GNB'}, 'followers': {'href': None, 'total': 1406002}, 'genres': ['indie rock', 'modern rock'], 'href': 'https://api.spotify.com/v1/artists/2cCUtGK9sDU2EoElnk0GNB', 'id': '2cCUtGK9sDU2EoElnk0GNB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeb6f09d5c9727e9cde277574', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eb6f09d5c9727e9cde277574', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eb6f09d5c9727e9cde277574', 'width': 160}], 'name': 'The National', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:2cCUtGK9sDU2EoElnk0GNB'}",The National,66,"['indie rock', 'modern rock']",I Am Easy to Find,0
39,spotify:track:1QWDJMmEcR2cYrFENBZkLS,Light Years,2019-05-17,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cCUtGK9sDU2EoElnk0GNB'}, 'followers': {'href': None, 'total': 1406002}, 'genres': ['indie rock', 'modern rock'], 'href': 'https://api.spotify.com/v1/artists/2cCUtGK9sDU2EoElnk0GNB', 'id': '2cCUtGK9sDU2EoElnk0GNB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeb6f09d5c9727e9cde277574', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eb6f09d5c9727e9cde277574', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eb6f09d5c9727e9cde277574', 'width': 160}], 'name': 'The National', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:2cCUtGK9sDU2EoElnk0GNB'}",The National,66,"['indie rock', 'modern rock']",I Am Easy to Find,0
40,spotify:track:08lw5DWQ6hGjG1H2K5tWCB,Twenty Miles to NH (Part 2),2011-11-01,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cCUtGK9sDU2EoElnk0GNB'}, 'followers': {'href': None, 'total': 1406002}, 'genres': ['indie rock', 'modern rock'], 'href': 'https://api.spotify.com/v1/artists/2cCUtGK9sDU2EoElnk0GNB', 'id': '2cCUtGK9sDU2EoElnk0GNB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeb6f09d5c9727e9cde277574', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eb6f09d5c9727e9cde277574', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eb6f09d5c9727e9cde277574', 'width': 160}], 'name': 'The National', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:2cCUtGK9sDU2EoElnk0GNB'}",The National,66,"['indie rock', 'modern rock']",If a Lot of Bands Play in the Woods (Original Album and Covers/Remix Album),19
41,spotify:track:051rnjzhEahdmB5qS5Mc0F,Roman Holiday,2019-05-17,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cCUtGK9sDU2EoElnk0GNB'}, 'followers': {'href': None, 'total': 1406002}, 'genres': ['indie rock', 'modern rock'], 'href': 'https://api.spotify.com/v1/artists/2cCUtGK9sDU2EoElnk0GNB', 'id': '2cCUtGK9sDU2EoElnk0GNB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeb6f09d5c9727e9cde277574', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eb6f09d5c9727e9cde277574', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eb6f09d5c9727e9cde277574', 'width': 160}], 'name': 'The National', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:2cCUtGK9sDU2EoElnk0GNB'}",The National,66,"['indie rock', 'modern rock']",I Am Easy to Find,0
42,spotify:track:0Q92W84plffLlDY1tGJpio,Quiet Light,2019-05-17,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cCUtGK9sDU2EoElnk0GNB'}, 'followers': {'href': None, 'total': 1406002}, 'genres': ['indie rock', 'modern rock'], 'href': 'https://api.spotify.com/v1/artists/2cCUtGK9sDU2EoElnk0GNB', 'id': '2cCUtGK9sDU2EoElnk0GNB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeb6f09d5c9727e9cde277574', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eb6f09d5c9727e9cde277574', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eb6f09d5c9727e9cde277574', 'width': 160}], 'name': 'The National', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:2cCUtGK9sDU2EoElnk0GNB'}",The National,66,"['indie rock', 'modern rock']",I Am Easy to Find,0
43,spotify:track:6qdTFvp8MBJTpP0Pwzuub1,Wasp Nest - 2021 Remaster,2004-07-19,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cCUtGK9sDU2EoElnk0GNB'}, 'followers': {'href': None, 'total': 1406002}, 'genres': ['indie rock', 'modern rock'], 'href': 'https://api.spotify.com/v1/artists/2cCUtGK9sDU2EoElnk0GNB', 'id': '2cCUtGK9sDU2EoElnk0GNB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeb6f09d5c9727e9cde277574', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eb6f09d5c9727e9cde277574', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eb6f09d5c9727e9cde277574', 'width': 160}], 'name': 'The National', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:2cCUtGK9sDU2EoElnk0GNB'}",The National,66,"['indie rock', 'modern rock']",Cherry Tree (2021 Remaster),30
44,spotify:track:0EI0bOj38coiFWWAq0XlhF,Green Gloves,2007-05-21,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cCUtGK9sDU2EoElnk0GNB'}, 'followers': {'href': None, 'total': 1406002}, 'genres': ['indie rock', 'modern rock'], 'href': 'https://api.spotify.com/v1/artists/2cCUtGK9sDU2EoElnk0GNB', 'id': '2cCUtGK9sDU2EoElnk0GNB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeb6f09d5c9727e9cde277574', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eb6f09d5c9727e9cde277574', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eb6f09d5c9727e9cde277574', 'width': 160}], 'name': 'The National', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:2cCUtGK9sDU2EoElnk0GNB'}",The National,66,"['indie rock', 'modern rock']",Boxer,0
45,spotify:track:7mYif4F2pfjQEDIssH2rfl,Serpentine Prison,2020-05-20,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/27jRNjIvlUcGN7FBRDnqhp'}, 'followers': {'href': None, 'total': 73771}, 'genres': ['indie rock'], 'href': 'https://api.spotify.com/v1/artists/27jRNjIvlUcGN7FBRDnqhp', 'id': '27jRNjIvlUcGN7FBRDnqhp', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebdf796c4a5ad87ff40b45cf8a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174df796c4a5ad87ff40b45cf8a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178df796c4a5ad87ff40b45cf8a', 'width': 160}], 'name': 'Matt Berninger', 'popularity': 48, 'type': 'artist', 'uri': 'spotify:artist:27jRNjIvlUcGN7FBRDnqhp'}",Matt Berninger,48,['indie rock'],Serpentine Prison,33
46,spotify:track:3Y8g6cIlgwOeIcXL9uP1ox,Propagation,2012-04-30,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5uTJLo3c4ZHpH8oEwGxYUN'}, 'followers': {'href': None, 'total': 76218}, 'genres': ['art pop', 'baltimore indie', 'chillwave', 'dream pop', 'indie rock', 'nu gaze', 'transpop'], 'href': 'https://api.spotify.com/v1/artists/5uTJLo3c4ZHpH8oEwGxYUN', 'id': '5uTJLo3c4ZHpH8oEwGxYUN', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb715300db2b71cb0bd7499315', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174715300db2b71cb0bd7499315', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178715300db2b71cb0bd7499315', 'width': 160}], 'name': 'Lower Dens', 'popularity': 36, 'type': 'artist', 'uri': 'spotify:artist:5uTJLo3c4ZHpH8oEwGxYUN'}",Lower Dens,36,"['art pop', 'baltimore indie', 'chillwave', 'dream pop', 'indie rock', 'nu gaze', 'transpop']",Nootropics,10
47,spotify:track:5uvZfljDbA41GhWbD3G89Z,Colombia,2013-01-25,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/75dQReiBOHN37fQgWQrIAJ'}, 'followers': {'href': None, 'total': 610335}, 'genres': ['indie folk', 'indie pop', 'indie rock', 'la indie', 'modern rock', 'stomp and holler'], 'href': 'https://api.spotify.com/v1/artists/75dQReiBOHN37fQgWQrIAJ', 'id': '75dQReiBOHN37fQgWQrIAJ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc1625acb53f95c84cad7aae3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c1625acb53f95c84cad7aae3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c1625acb53f95c84cad7aae3', 'width': 160}], 'name': 'Local Natives', 'popularity': 59, 'type': 'artist', 'uri': 'spotify:artist:75dQReiBOHN37fQgWQrIAJ'}",Local Natives,59,"['indie folk', 'indie pop', 'indie rock', 'la indie', 'modern rock', 'stomp and holler']",Hummingbird,0
48,spotify:track:2mlGPkAx4kwF8Df0GlScsC,Buttercup,2017-03-25,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1vVHevk2PD45epYnDi9CCc'}, 'followers': {'href': None, 'total': 1357786}, 'genres': ['pittsburgh indie'], 'href': 'https://api.spotify.com/v1/artists/1vVHevk2PD45epYnDi9CCc', 'id': '1vVHevk2PD45epYnDi9CCc', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273affdacd1466cdde505ab97ee', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f65bfa6478ec5f1895d37d8f', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851affdacd1466cdde505ab97ee', 'width': 64}], 'name': 'Jack Stauber', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:1vVHevk2PD45epYnDi9CCc'}",Jack Stauber,62,['pittsburgh indie'],Pop Food,72
49,spotify:track:5oDNfTnNClOyD40Nu6iFQG,Royan,2018-03-16,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mHTS3stAYCszPZ2PRa8QU'}, 'followers': {'href': None, 'total': 27818}, 'genres': ['french indie pop', 'french indietronica', 'french psychedelic'], 'href': 'https://api.spotify.com/v1/artists/1mHTS3stAYCszPZ2PRa8QU', 'id': '1mHTS3stAYCszPZ2PRa8QU', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebea48c1930fe7f76ed6c93fcb', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ea48c1930fe7f76ed6c93fcb', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ea48c1930fe7f76ed6c93fcb', 'width': 160}], 'name': 'Frànçois & The Atlas Mountains', 'popularity': 35, 'type': 'artist', 'uri': 'spotify:artist:1mHTS3stAYCszPZ2PRa8QU'}",Frànçois & The Atlas Mountains,35,"['french indie pop', 'french indietronica', 'french psychedelic']",Royan,34
